author,abstract,doi,publisher,keyword,references,title 
"W.E. Howden&&Department of Applied Physics and Information Science, University of California, San Diego, La Jolla, CA, USA|",A set of test data T for a program P is reliable if it reveals that P contains an error whenever P is incorrect. If a set of tests T is reliable and P produces the correct output for each element of T then P is a correct program. Test data generation strategies are procedures for generating sets of test data. A testing strategy is reliable for a program P if it produces a reliable set of test data for P. It is proved that an effective testing strategy which is reliable for all programs cannot be constructed. A description of the path analysis testing strategy is presented. In the path analysis strategy data are generated which cause different paths in a program to be executed. A method for analyzing the reliability of path testing is introduced. The method is used to characterize certain classes of programs and program errors for which the path analysis strategy is reliable. Examples of published incorrect programs are included.,10.1109/TSE.1976.233816,IEEE Transactions on Software Engineering,"Testing,Data analysis,Programming profession,Upper bound,Costs,Physics,Information science","B. W. Boehm, R. K. McClean and D. B. Urfrig, ""Some experience with automated aids to the design of large-scale reliable software"", IEEE Trans. Software Eng., vol. SE-1, pp. 125-133, Mar. 1975.||R. S. Boyer, B. Elspas and K. N. Levitt, ""SELECT-A formal system for testing and debugging programs by symbolic execution"", Proc. Int. Conf. Reliable Software, 1975-Apr.||W. S. Brainerd and L. H. Landweber, Theory of Computation, New York:Wiley, 1974.||R. M. Burstall, ""Proving correctness as hand simulation with a little induction"", Proc. IFIPS 1974, 1974.||L. Clarke, A system to generate test data and symbolically execute programs, Feb. 1975.||L. P. Deutsch, An interactive program verifier, May 1973.||A. Endres, ""An analysis of errors and their causes in system programs"", Proc. Int. Conf. Reliable Software, 1975-Apr.||J. B. Goodenough and S. L. Gerhart, ""Toward a theory of test data selection"", Proc. Int. Conf. Reliable Software, 1975-Apr.||R. H. Hoffman, ""NASA/Johnson Space Center approach to automated test data generation"", Proc. Computer Science and Statistics: 8th Annu. Symp. on the Interface, 1975-Feb.||W. E. Howden, ""Automatic generation of program test data and proofs of program correctness"", Workshop on the Attainment of Reliable Software, 1974-Apr.||W. E. Howden and J. Laub, ""Automatic case analysis of programs"", Proc. Computer Science and Statistics: 8th Annu. Symp. on the Interface, 1975-Feb.||W. E. Howden, ""Methodology for the generation of program test data"", IEEE Trans. Computers, vol. C-24, pp. 554-560, May 1975.||B. W. Kernighan and P. J. Plauger, The Elements of Programming Style, New York:McGraw-Hill, 1974.||J. C. King, ""A new approach to program testing"", Proc. Int. Conf Reliable Software, 1975-Apr.||E. F. Miller, ""RXVP: An automated verification system for FORTRAN"", Proc. Computer Science and Statistics: 8th Annu. Symp. on the Interface, 1975-Feb.||L. J. Osterweil and L. D. Fosdick, Data flow analysis as an aid in documentation assertion generation validation and error detection, Sept. 1975.||M. L. Shooman and M. I. Bolsky, ""Types distribution and test and correction times for programming errors"", Proc. Int. Conf. Reliable Software, 1975-Apr.||ALGOL W Reference Manual, 1971.||L. G. Stucki, ""Automatic generation of self-metric software"", Proc. IEEE Symp. Computer Software Reliability, 1973.||T. A. Thayer, Software reliability study, June 1974.||",Reliability of the Path Analysis Testing Strategy
"W.H. Harrison&&IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA|","Programs can be analyzed to determine bounds on the ranges of values assumed by variables at various points in the program. This range information can then be used to eliminate redundant tests, verify correct operation, choose data representations, select code to be generated, and provide diagnostic information. Sophisticated analyses involving the proofs of complex assertions are sometimes required to derive accurate range information for the purpose of proving programs correct. The performance of such algorithms may be unacceptable for the routine analysis required during the compilation process. This paper presents a discussion of mechanical range analysis employing techniques practical for use in a compiler. This analysis can also serve as a useful adjunct to the more sophisticated techniques required for program proving.",10.1109/TSE.1977.231133,IEEE Transactions on Software Engineering,"Testing,Algorithm design and analysis,Information analysis,Performance analysis,Flow graphs,Optimizing compilers,Tracking loops,Tires,Data flow computing","F. E. Allen, ""Control flow analysis"", Proc. ACM SIGPLAN Symp. Compiler Optimization SIGPLAN Notices, vol. 5, pp. 1-19, 1970-July.||F. E. Allen and J. Cocke, ""A program data flow analysis procedure"", Commun. Ass. Comput. Mach., vol. 19, pp. 137-147, Mar. 1976.||R. L. Sites, Proving that programs terminate cleanly, May 1974.||J. C. King, ""A new approach to program testing"", Proc. Int. Conf. on Reliable Software, 1975-Apr.||M. S. Hecht and J. D. Ullman, ""Characterizations of reducible flow graphs"", J. Ass. Comput. Mach., vol. 21, pp. 367-375, July 1974.||",Compiler Analysis of the Value Ranges for Variables
"Thomas Porter&&Department of Computer Science, University of Stanford, Stanford, CA, USA|Istvan Simon&&Department of Computer Science, University of Stanford, Stanford, CA, USA|",The average number of levels that a new element moves up when inserted into a heap is investigated. Two probabilistic models under which such an average might be computed are proposed. A `Lemma of Conservation of Ignorance' is formulated and used in the derivation of an exact formula for the average in one of these models. It is shown that this average is bounded by a constant and its asymptotic behaviour is discussed. Numerical data for the second model are also provided and analyzed.,10.1109/TSE.1975.6312854,IEEE Transactions on Software Engineering,"Binary trees,Numerical models,Computational modeling,Analytical models,Data models,Educational institutions,Probability distribution",,Random insertion into a priority queue structure
"P.A. Bernstein&&Aiken Computation Laboratory, Harvard University, Cambridge, MA, USA|D.W. Shipman&&Computer Corporation of America, Cambridge, MA, USA|W.S. Wong&&Harvard University, Cambridge, MA, USA|","An arbitrary interleaved execution of transactions in a database system can lead to an inconsistent database state. A number of synchronization mechanisms have been proposed to prevent such spurious behavior. To gain insight into these mechanisms, we analyze them in a simple centralized system that permits one read operation and one write operation per transaction. We show why locking mechanisms lead to correct operation, we show that two proposed mechanisms for distributed environments are special cases of locking, and we present a new version of lockdng that alows more concurrency than past methods. We also examine conflict graph analysis, the method used in the SDD-1 distributed database system, we prove its correctness, and we show that it can be used to substantially improve the performance of almost any synchronization mechanisn.",10.1109/TSE.1979.234182,IEEE Transactions on Software Engineering,"Concurrency control,Transaction databases,Database systems,Concurrent computing,Performance analysis,Control systems,Interleaved codes,Proposals,Monitoring,Distributed databases","A. V. Aho, J. Hopcroft and J. Ullman, The Design and Analysis of Computer Algorithms, MA, Reading:Addison-Wesley, 1975.||P. A. Bernstein, N. Goodman, J. B. Rothnie and C. H. Papadimitriou, ""Analysis of serialization in SDD-1: A system for distributed databases"", Proc. 1977 IEEE COMPSAC Conf., 1977-Nov.||P. A. Bernstein, D. W. Shipman, J. B. Rothnie and N. Goodman, The concurrency control mechanism of SDD-1: A system for distributed databases, Dec. 1977.||P. A. Bernstein, J. B. Rothnie, N. Goodman and C. H. Papadimitriou, ""The concurrency control mechanism of SDD-1: A system for distributed databases (the fully redundant case)"", IEEE Trans. Software Eng., vol. SE-4, pp. 154-168, May 1978.||P. A. Bernstein and D. W. Shipman, A new analysis of concurrency control in SDD-1; A system for distributed databases, June 1978.||D. D. Chamberlin, R. F. Boyce and I. L. Traiger, ""A deadlock‑free scheme for resource allocation in a data-base environment"", 1974 IFIPS Conf. Proc., pp. 340-343, 1974.||K. P. Eswaran, J. N. Gray, R. A. Lorie and I. L. Traiger, ""The notions of consistency and predicate locks in a database system"", Commun. Ass. Comput. Mach., vol. 19, pp. 624-633, Nov. 1976.||J. N. Gray, R. A. Lorie, G. R. Putzolu and I. L. Traiger, Granularity of locks and degrees of consistency in a shared data base, Sept. 1975.||L. Lamport, Towards a theory of correctness of multi-user data base systems, Oct. 1976.||Z. Manna, Mathematical Theory of Computation, New York:McGraw-Hill, 1974.||C. H. Papadimitriou, P. A. Bernstein and J. B. Rothnie, ""Some computational problems related to database concurrency control"", Proc. Conf. Theoretical Computer Science, 1977-Aug.||C. H. Papadimitriou, ""Serializability of concurrent updates"", J. Ass. Comput. Mach..||D. J. Rosenkrantz, R. E. Stearns and P. M. Lewis, ""System level concurrency control for distributed database systems"", ACM Trans. Database Syst., vol. 3, pp. 178-198, June 1978.||J. B. Rothnie, N. Goodman and P. A. Bernstein, ""The redundant update methodology of SDD-1: A system for distributed data"", Proc. 1977 IEEE COMPSAC Conf., 1977-Nov.||R. C. Stearns, P. M. Lewis and D. J. Rosenkrantz, ""Concurrency control for database systems"", Proc. Conf Foundations of Computer Science, pp. 19-32, 1976.||R. H. Thomas, A solution to the update problem for multiple copy databases which uses distributed control, July 1975.||",Formal Aspects of Serializability in Database Concurrency Control
"R.M. Negrini&&Dipartimento di Elettronica, Politecnico di Milano, Milan, Italy|M. Sami&&Dipartimento di Elettronica, Politecnico di Milano, Milan, Italy|","It is considered interesting to identify, from the structure of control flow and of relationships among variables in a program, some properties allowing to point out possible sources of errors or of faulty behavior. In particular, it is found that information about termination of loops and about meaningfulness of acceptance tests in recopery block strategy can be extracted from such structural analysis. Criteria for applying this analysis to programs with arbitrary structures are presented.",10.1109/TSE.1983.236462,IEEE Transactions on Software Engineering,"Circuit testing,Fault diagnosis,Circuit faults,Error correction,Data mining,Information analysis,Performance analysis,Performance evaluation,Runtime,Software reliability","T. Anderson, P. A. Lee and S. K. Shrivastava, ""A model of recoverability in multilevel systems"", IEEE Trans. Software Eng., vol. SE-4, pp. 486-494, Nov. 1978.||R. L. Kleir and C. V. Ramamoorthy, ""Optimization strategies for microprograms"", IEEE Trans. Comput., vol. C-20, pp. 783-794, July 1971.||B. Martin and G. Estrin, ""Models of computations and systems: Evaluation of vertex probabilities in graph models of computations"", J. Ass. Comput. Mach., vol. 14, pp. 281-299, Apr. 1967.||J. B. Dennis, ""Data flow supercomputers"", IEEE Computer, vol. 13, pp. 48-56, Nov. 1980.||L. A. Clarke, ""Testing: Achievements and frustrations"", Proc. COMPSAC, pp. 310-314, 1978.||M. G. Sami and R. Stefanelli, ""On structural termination of programs and microprograms"", Proc. 1st EUROMICRO Symp. on Microprocessing and Microprogramming, pp. 233-239, 1975.||R. W. Floyd, ""Assigning meanings to programs"", Proc. Symp. on Appl. Math., pp. 19-32, 1967.||Z. Manna and A. Pnueli, ""An axiomatic basis of computer programming"", Commun. Ass. Comput. Mach., vol. 12, pp. 576-580, Oct. 1969.||B. Randell, ""System structure for software fault tolerance"", IEEE Trans Software Eng., vol. SE-1, pp. 220-232, July 1975.||R. Book, S. Even, S. Greibach and G. Ott, ""Ambiguity in graphs and expressions"", IEEE Trans. Comput., vol. C-20, pp. 149-153, Feb. 1971.||T. Anderson, P. A. Lee and S. K. Shrivastava, ""A model of recoverability in multilevel systems"", IEEE Trans. Software Eng., vol. SE-4, pp. 486-494, Nov. 1978.||J. L. Becerril, J. Bondia, R. Casajuana and F. Valer, ""Grammar characterization of flow-graphs"", IBM J. Res. Develop., vol. 24, pp. 756-763, Nov. 1980.||R. Negrini, M. G. Sami and R. Stefaneili, ""Verification of complex programs and microprograms"" in Designing and Programming Modern Computer Systems, NJ, Englewood Cliffs:Prentice-Hall, vol. 1, 1982.||",Some Properties Derived from Structural Analysis of Program Graph Models
"P.B. Hansen&&Department of Computer Science, University of Southern California, Los Angeles, CA, USA|","This paper explores the problems of implementing arbitrary forms of process communication on a multiprocessor network. It develops a Concurrent Pascal program that enables distributed processes to communicate on virtual channels. The channels cannot deadlock and will deliver all messages within a finite time. The operation, structure, text, and performance of this program are described. It was written, tested, and described in two weeks and it worked immediately.",10.1109/TSE.1978.231498,IEEE Transactions on Software Engineering,"System recovery,Testing,Computer displays,Multiprocessing systems,Real time systems,Operating systems,Hardware,Computer networks,Programming profession,Application software","P. Brinch Hansen, Operating System Principles, NJ, Englewood Cliffs:Prentice-Hall, July 1973.||C. A. R. Hoare, ""Monitors: An operating system structuring concept"", Commun. Ass. Comput. Mach., vol. 17, pp. 549-557, Oct. 1974.||P. Brinch Hansen, ""The programming language Concurrent Pascal"", IEEE Trans. Software Eng., vol. SE-1, pp. 199-207, June 1975.||P. Brinch Hansen, ""The Solo operating system"", Software–Practice and Experience, vol. 6, pp. 141-205, Apr.-June 1976.||P. Brinch Hansen, ""Experience with modular concurrent programming"", IEEE Trans. Software Eng., vol. SE-3, pp. 156-159, Mar. 1977.||P. Brinch Hansen, The Architecture of Concurrent Programs, NJ, Englewood Cliffs:Prentice-Hall, July 1977.||",Network: A Multiprocessor Program
"K.A. Foster&&GTE Sylvania, Inc., Needham Heights, MA, USA|","A hardware failure analysis technique adapted to software yielded three rules for generating test cases sensitive to code errors. These rules, and a procedure for generating these cases, are given with examples. Areas for further study are recommended.",10.1109/TSE.1980.234487,IEEE Transactions on Software Engineering,"Computer aided software engineering,Hardware,Arithmetic,Displays,Software testing,Computer errors,Error correction,Assembly,Logic testing,Failure analysis","J. B. Goodenough and S. L. Gerhart, ""Toward a theory of test data selection"", IEEE Trans. Software Engineering, vol. SE-1, June 1975.||Current Trends in Programming Methodology Vol. II Program Validation, NJ, Englewood Cliffs:Prentice-Hall, pp. 44-78, 1977.||W. E. Howden, ""Reliability of the path analysis testing strategy"", IEEE Trans. Software Eng., vol. SE-2, Sept. 1976.||P. Naur, ""Programming by action clusters"", BIT, vol. 9, pp. 250-258, 1969.||J. B. Goodenough and S. L. Gerhart, ""Correction to 'Toward a theory of test data selection"", IEEE Trans. Software Eng., vol. SE-1, Dec. 1975.||R. J. Lipton and F. G. Sayward, ""The status of research on program mutation"", Dig. Workshop on Software Testing and Test Documentation, 1978-Dec.-18-20.||W. E. Howden, ""Symbolic testing and the dissect symbolic evaluation system"", IEEE Trans. Software Eng., vol. SE-3, July 1977.||",Error Sensitive Test Cases Analysis (ESTCA)
"L.A. Clarke&&Department of Computer and Information Science, University of Massachusetts, Amherst, MA, USA|","This paper describes a system that attempts to generate test data for programs written in ANSI Fortran. Given a path, the system symbolically executes the path and creates a set of constraints on the program's input variables. If the set of constraints is linear, linear programming techniques are employed to obtain a solution. A solution to the set of constraints is test data that will drive execution down the given path. If it can be determined that the set of constraints is inconsistent, then the given path is shown to be nonexecutable. To increase the chance of detecting some of the more common programming errors, artificial constraints are temporarily created that simulate error conditions and then an attempt is made to solve each augmented set of constraints. A symbolic representation of the program's output variables in terms of the program's input variables is also created. The symbolic representation is in a human readable form that facilitates error detection as well as being a possible aid in assertion generation and automatic program documentation.",10.1109/TSE.1976.233817,IEEE Transactions on Software Engineering,"System testing,Humans,Programming profession,Input variables,Linear programming,Documentation,Software reliability,Software testing,Automatic testing,Computer errors","Program Test Method, NJ, Englewood Cliffs:Prentice-Hall, 1973.||R. London, ""A view of program verification"", Proc. Int. Conf. Reliable Software, pp. 534-545, 1975-Apr.||R. S. Boyer, B. Elspas and K. N. Levitt, ""SELECT–A formal system for testing and debugging programs by symbolic execution"", Proc. Int. Conf. Reliable Software, pp. 234-244, 1975-Apr.||L. J. Osterweil and L. D. Fosdick, Data flow analysis as an aid in documentation assertion generation validation and error detection, Sept. 1974.||L. G. Stucki, ""Automatic generation of self-metric software"", Rec. 1973 IEEE Symp. Software Reliability, pp. 94-100.||C. V. Ramamoorthy, R. E. Meeker and J. Turner, ""Design and construction of an automated software evaluation system"", Rec. 1973 IEEE Symp. Software Reliability, pp. 28-37.||J. C. King, ""A new approach to program testing"", Proc. Int. Conf. Reliable Software, pp. 228-233, 1975-Apr.||S. L. Sites, Proving that computer programs terminate clearly, CA, Stanford:Dept. Comput. Sci., Stanford Univ.||M. Davis, ""Hilbert's tenth problem is unsolvable"", Amer. Math. Mon., vol. 80, pp. 233-269, Mar. 1973.||D. C. Knuth, ""An empirical study of FORTRAN programs"", Software—Practice and Experience, vol. 1, pp. 105-133, 1971.||B. Elspas, M. Green, A. Korsak and P. Wong, Solving non linear inequalities associated with computer program paths, Stanford Res. Inst.||R. M. Balzer, ""EXDAMS—Extendable debugging and monitoring system"", 1969 Spring Joint Computer Conf. AFIPS Conf. Proc., vol. 34, pp. 567-580, 1969.||W. E. Howden, ""Methodology for the generation of program test data"", IEEE Trans. Comput., vol. C-24, pp. 554-559, May 1975.||E. F. Miller and R. A. Melton, ""Automated generation of test case datasets"", Proc. Int. Conf. Reliable Software, pp. 51-58, 1975-Apr.||J. C. Huang, Program testing, TX, Houston:Dep. Comput. Sci., Univ. Houston, May 1974.||K. W. Krause, R. W. Smith and M. A. Goodwin, ""Optimal software test planning through automated network analysis"", Rec. 1973 IEEE Symp. Software Reliability, pp. 18-22.||J. B. Goodenough and S. L. Gerhart, ""Toward a theory of test data selection"", Proc. Int. Conf. Reliable Software, pp. 493-510, 1975-Apr.||J. Cocke and J. T. Schwartz, Programming Languages and Their Compilers, New York Univ., Courant Inst. Math. Sci.||Altran User's Manual, 1973.||F. Glover, private communications.||G. B. Dantzig, Linear Programming and Extensions, NJ, Princeton:Princeton Univ. Press, 1963.||",A System to Generate Test Data and Symbolically Execute Programs
"S.H. Zweben&&Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA|",A theory of the structural composition of an algoithm is presented which allows the frequencies of occurrence of the individual operators and operands to be estimated. It provides justification for some recent hypotheses which suggest certain functional relationships between properties of algorithms.,10.1109/TSE.1977.231134,IEEE Transactions on Software Engineering,"Frequency estimation,Natural languages,Predictive models,Physics,Testing,Computer languages,Equations,Programming profession,Statistical analysis","M. H. Halstead, ""Natural laws controlling algorithm structures?"", Aus. Comput. Mach. SIGPLAN Notices, vol. 7, pp. 19-26, Feb. 1972.||M. H. Halstead and R. Bayer, ""Algorithm dynamics"", Proc. Ass. Comput. Mach. 73 Annu. Conf..||N. Bulut, Invariant properties of algorithms, Aug. 1973.||N. Bulut, M. H. Halstead and R. Bayer, ""Experimental validation of a structural property of FORTRAN algorithms"", Proc. Ass. Comput. Mach. 74 Annu. Conf., pp. 207-211.||J. Elshoff, ""Measuring PL/1 programs using Halstead's criteria"", Ass. Comput. Mach. SIGPLAN Notices, vol. 11, pp. 38-46, May 1976.||R. Bayer, A theoretical study of Halstead's software phenomenon, May 1972.||G. K. Zipf, Human Behavior and the Principle of Least Effort., MA, Reading:Addison-Wesley, 1949.||D. Clark, ""Algorithm 5 Bessel function I series expansion"", Commun. Ass. Comput. Mach., vol. 3, pp. 240, Apr. 1960.||B. Mandelbrot, Contribution à la théorie mathematique des jeux de communication, fasc. 1953.||",A Study of the Physical Structure of Algorithms
"David E. Morgan&&Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada|Walter Banks&&Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada|Dale P. Goodspeed&&Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada|Richard Kolanko&&Computer Communications Networks Group and the Department of Applied Analysis and ComputerScience, University of Waterloo, Waterloo, ONT, Canada|","In order to help satisfy an apparent need for tools for monitoring the activities of a computer network, a system of special hardware and software, called a Computer Network Monitoring System (CNMS) is being implemented in the University of Waterloo Computer Communications Networks Group (CCNG). The paper discusses the motivation and derivation of the CNMS, then provides functional descriptions of most of the major hardware and software components, illustrates use of the CNMS, and lists experiments and applications. The CNMS consists of: 1) a set of hybrid monitors, each of which is controlled by a locally or remotely located computer; 2) monitor control and data analysis software; 3) a network traffic generator; 4) measurement software in each computer monitored. Each computer to be monitored is attached to a monitor. Telephone lines, possibly different from those of the network, connect the monitors to the controlling computer.",10.1109/TSE.1975.6312855,IEEE Transactions on Software Engineering,"Monitoring,Computers,Software,Hardware,Computer networks,Computer architecture,Generators",,A computer network monitoring system
"B.G. Ryder&&Department of Computer Science, Rutgers University, New Brunswick, NJ, USA|","The proliferation of large software systems written in high level programming languages insures the utility of analysis programs which examine interprocedural communications. Often these analysis programs need to reduce the dynamic relations between procedures to a static data representation. This paper presents one such representation, a directed, acyclic graph named the call graph of a program. We delineate the programs representable by an acyclic call graph and present an algorithm for constructing it using the property that its nodes may be linearly ordered. We prove the correctness of the algorithm and discuss the results obtained from an implementation of the algorithm in the PFORT Verifier [1].",10.1109/TSE.1979.234183,IEEE Transactions on Software Engineering,"Algorithm design and analysis,Data mining,Software systems,Computer languages,Computer science,Communication system control,Flow graphs,Information analysis","B. G. Ryder, ""The PFORT Verifier"", Software Practice and Experience, vol. 4, pp. 359-377, Oct.-Dec. 1974.||F. E. AUlen, ""Interprocedural data flow analysis"", 1974 Proc. IFIPS Conf (Software), pp. 398-402, 1974.||American National Standard FORTRAN, New York:American National Standards Institute, 1966.||""Clarifications of FORTRAN standards-initial progress"", Commun. Ass. Comput. Mach., vol. 12, pp. 289-294.||""Clarifications of FORTRAN standards-second report"", Commun. Ass. Comput. Mach., vol. 14, pp. 628-642.||T. C. Spillman, ""Exposing side–Effects in a PL/I optimizing compiler"", 1971 Proc. IFIPS Conf. (Computer Software), pp. 56-60, 1971.||L. J. Osterweil and L. D. Fosdick, Data flow analysis in software reliability, May 1976.||D. B. Lomet, Data flow analysis in the presence of procedure calls, Nov. 1975.||B. K. Rosen, Data flow analysis for recursive PL-I programs, Jan. 1975.||||A. D. Hall, FDS: A FORTRAN debugging system–Overview and installer's guide, Apr. 1975.||N. L. Schryer, A user's guide to DODES a double precision ordinary differential equation solver, Aug. 1975.||B. D. Eldredge and D. D. Warner, An implementation of the differential correction algorithm.||J. M. Barth, Interprocedural data flow analysis based on transitive closure, Sept. 1976.||",Constructing the Call Graph of a Program
"S.L. Getz&&Department of Computer Science, University of Cape Town, Rondebosch, South Africa|G. Kalligiannis&&Department of Computer Science, University of Cape Town, Rondebosch, South Africa|S.R. Schach&&Department of Computer Science, University of Cape Town, Rondebosch, South Africa|","A very high-level trace for data structures is one which displays a data structure in the shape in which the user conceptualizes it, be it a tree, an array, or a graph. GRAPHTRACE is a system that facilitates the very high-level graphic display of interrelationships among dynamically allocated Pascal records. It offers the user a wide range of options to enable him to ""see"" the data structures on a graphics screen in a format as close as possible to that in which he visualizes it, thereby providing a useful display capability when the user's conceptual model is a directed graph or tree.",10.1109/TSE.1983.236595,IEEE Transactions on Software Engineering,"Data structures,High level languages,Displays,Tree data structures,Programming profession,Africa,Shape,Tree graphs,Graphics,Core dumps","A. M. Addyman, ""A draft proposal for Pascal"", SIGPLAN Notices, vol. 15, pp. 1-67, 1980.||R. I. Becker and S. R. Schach, ""Drawing labelled directed binary graphs on a grid"", Proc. ACM 20th Southeast Regional Conf., 1982.||C. M. Geschke, J. H. Morris and E. H. Satterthwaite, ""Early experiences with Mesa"", Commun. Ass. Comput. Mach., vol. 20, pp. 540-553, 1977.||Pascal User Manual and Report, 1974.||B. A. Myers, Displaying data structures for interactive debugging, 1980.||K. V. Nori, U. Ammann, K. Jensen, H. H. Nageli and C. Jacobi, ""PASCAL-P Implementation Notes"" in Pascal–The Language and its Implementation, New York:Wiley, 1981.||PLOT-10 Terminal Control System User's Manual 062-1475-00, 1974.||S. R. Schach, ""A portable trace for the Pascal heap"", Software–Practice and Experience, vol. 10, pp. 421-426, 1980.||S. R. Schach, ""An interactive graphical array trace"", Quaestiones Informaticae, vol. 2, pp. 23-26, 1982.||C. Wetherell and A. Shannon, ""Tidy drawing of trees"", IEEE Trans. Software Eng., vol. SE-5, pp. 515-519, 1979.||",A Very High-Level Interactive Graphical Trace for the Pascal Heap
